INSERT INTO BUSSCHEDULE VALUES ('SE0001', 'R004', 'D009', 'FBG6123', TO_DATE('01-JAN-2018', 'DD/MM/YYYY'), TO_TIMESTAMP('22:46', 'HH24:MI'), 'ON TIME', 22);
INSERT INTO BUSSCHEDULE VALUES ('SE2390', 'R002', 'D020', 'HGA1514', TO_DATE('25-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('17:38', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2391', 'R006', 'D023', 'HNF8387', TO_DATE('27-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('13:59', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2392', 'R002', 'D019', 'LOG2731', TO_DATE('27-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('15:14', 'HH24:MI'), 'DELAYED', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2393', 'R009', 'D038', 'JKE9495', TO_DATE('27-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('16:57', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2394', 'R002', 'D037', 'BAJ1333', TO_DATE('28-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:51', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2395', 'R001', 'D030', 'LOG2731', TO_DATE('28-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:28', 'HH24:MI'), 'CANCELLED', 40);
INSERT INTO BUSSCHEDULE VALUES ('SE2396', 'R002', 'D038', 'OHI2258', TO_DATE('29-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('16:58', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2397', 'R006', 'D014', 'KOE8352', TO_DATE('30-NOV-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('12:55', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2398', 'R010', 'D013', 'HBD9947', TO_DATE('02-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:52', 'HH24:MI'), 'ON TIME', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE2399', 'R009', 'D028', 'GIH5437', TO_DATE('02-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:27', 'HH24:MI'), 'DELAYED', 21);
INSERT INTO BUSSCHEDULE VALUES ('SE2400', 'R006', 'D007', 'CJF1753', TO_DATE('03-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:30', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE2401', 'R007', 'D030', 'KJB8298', TO_DATE('03-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:45', 'HH24:MI'), 'ON TIME', 36);
INSERT INTO BUSSCHEDULE VALUES ('SE2402', 'R010', 'D029', 'HNF8387', TO_DATE('04-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('17:33', 'HH24:MI'), 'DELAYED', 21);
INSERT INTO BUSSCHEDULE VALUES ('SE2403', 'R002', 'D040', 'MKE1591', TO_DATE('04-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:38', 'HH24:MI'), 'DELAYED', 34);
INSERT INTO BUSSCHEDULE VALUES ('SE2404', 'R005', 'D008', 'FCG2912', TO_DATE('04-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:46', 'HH24:MI'), 'ON TIME', 21);
INSERT INTO BUSSCHEDULE VALUES ('SE2405', 'R002', 'D015', 'MKE1591', TO_DATE('04-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:54', 'HH24:MI'), 'ON TIME', 34);
INSERT INTO BUSSCHEDULE VALUES ('SE2406', 'R006', 'D033', 'HGA1514', TO_DATE('05-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('10:28', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE2407', 'R003', 'D016', 'CGI2532', TO_DATE('06-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:11', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE2408', 'R004', 'D029', 'BCN4749', TO_DATE('07-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('12:23', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE2409', 'R006', 'D032', 'FCG2912', TO_DATE('07-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('12:27', 'HH24:MI'), 'ON TIME', 21);
INSERT INTO BUSSCHEDULE VALUES ('SE2410', 'R010', 'D024', 'LHI8711', TO_DATE('07-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('12:59', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE2411', 'R008', 'D014', 'OHI2258', TO_DATE('08-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('17:36', 'HH24:MI'), 'ON TIME', 6);
INSERT INTO BUSSCHEDULE VALUES ('SE2412', 'R007', 'D025', 'HNF8387', TO_DATE('08-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:43', 'HH24:MI'), 'DELAYED', 26);
INSERT INTO BUSSCHEDULE VALUES ('SE2413', 'R004', 'D015', 'HBD9947', TO_DATE('10-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('12:47', 'HH24:MI'), 'ON TIME', 25);
INSERT INTO BUSSCHEDULE VALUES ('SE2414', 'R003', 'D030', 'CGI2532', TO_DATE('10-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:22', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE2415', 'R005', 'D016', 'AOI9521', TO_DATE('10-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:27', 'HH24:MI'), 'ON TIME', 12);
INSERT INTO BUSSCHEDULE VALUES ('SE2416', 'R004', 'D030', 'BAJ1333', TO_DATE('10-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:35', 'HH24:MI'), 'ON TIME', 36);
INSERT INTO BUSSCHEDULE VALUES ('SE2417', 'R008', 'D037', 'CGI2532', TO_DATE('11-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('15:51', 'HH24:MI'), 'ON TIME', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE2418', 'R002', 'D013', 'OHI2258', TO_DATE('11-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('15:57', 'HH24:MI'), 'ON TIME', 13);
INSERT INTO BUSSCHEDULE VALUES ('SE2419', 'R007', 'D002', 'FBG6123', TO_DATE('11-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:10', 'HH24:MI'), 'ON TIME', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE2420', 'R010', 'D013', 'KCD9945', TO_DATE('11-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:28', 'HH24:MI'), 'ON TIME', 6);
INSERT INTO BUSSCHEDULE VALUES ('SE2421', 'R006', 'D034', 'CIH6968', TO_DATE('12-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:47', 'HH24:MI'), 'ON TIME', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE2422', 'R008', 'D029', 'HLL5666', TO_DATE('12-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:55', 'HH24:MI'), 'ON TIME', 38);
INSERT INTO BUSSCHEDULE VALUES ('SE2423', 'R009', 'D027', 'FGD4177', TO_DATE('12-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:58', 'HH24:MI'), 'DELAYED', 23);
INSERT INTO BUSSCHEDULE VALUES ('SE2424', 'R007', 'D028', 'HLL5666', TO_DATE('12-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:59', 'HH24:MI'), 'ON TIME', 38);
INSERT INTO BUSSCHEDULE VALUES ('SE2425', 'R003', 'D003', 'OHI2258', TO_DATE('13-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('10:37', 'HH24:MI'), 'ON TIME', 9);
INSERT INTO BUSSCHEDULE VALUES ('SE2426', 'R001', 'D040', 'FGD4177', TO_DATE('13-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:48', 'HH24:MI'), 'ON TIME', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE2427', 'R006', 'D035', 'EAK2589', TO_DATE('14-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('12:18', 'HH24:MI'), 'ON TIME', 23);
INSERT INTO BUSSCHEDULE VALUES ('SE2428', 'R005', 'D004', 'HNF8387', TO_DATE('14-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('15:31', 'HH24:MI'), 'ON TIME', 28);
INSERT INTO BUSSCHEDULE VALUES ('SE2429', 'R002', 'D023', 'MKE1591', TO_DATE('14-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:34', 'HH24:MI'), 'ON TIME', 25);
INSERT INTO BUSSCHEDULE VALUES ('SE2430', 'R001', 'D036', 'HGG3653', TO_DATE('16-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('17:31', 'HH24:MI'), 'ON TIME', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE2431', 'R009', 'D024', 'BCN4749', TO_DATE('16-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('17:38', 'HH24:MI'), 'DELAYED', 13);
INSERT INTO BUSSCHEDULE VALUES ('SE2432', 'R010', 'D008', 'MKE1591', TO_DATE('16-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:51', 'HH24:MI'), 'DELAYED', 28);
INSERT INTO BUSSCHEDULE VALUES ('SE2433', 'R010', 'D028', 'FMA5211', TO_DATE('17-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:19', 'HH24:MI'), 'ON TIME', 3);
INSERT INTO BUSSCHEDULE VALUES ('SE2434', 'R009', 'D037', 'ELJ4854', TO_DATE('17-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:18', 'HH24:MI'), 'ON TIME', 33);
INSERT INTO BUSSCHEDULE VALUES ('SE2435', 'R006', 'D030', 'IDO7977', TO_DATE('17-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('21:18', 'HH24:MI'), 'DELAYED', 14);
INSERT INTO BUSSCHEDULE VALUES ('SE2436', 'R010', 'D001', 'BCN4749', TO_DATE('18-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:48', 'HH24:MI'), 'ON TIME', 9);
INSERT INTO BUSSCHEDULE VALUES ('SE2437', 'R003', 'D024', 'KLM1684', TO_DATE('18-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:50', 'HH24:MI'), 'ON TIME', 11);
INSERT INTO BUSSCHEDULE VALUES ('SE2438', 'R008', 'D006', 'CIH6968', TO_DATE('18-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:51', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE2439', 'R010', 'D025', 'LOG2731', TO_DATE('18-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:54', 'HH24:MI'), 'ON TIME', 32);
INSERT INTO BUSSCHEDULE VALUES ('SE2440', 'R009', 'D004', 'ILD8716', TO_DATE('19-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:52', 'HH24:MI'), 'ON TIME', 35);
INSERT INTO BUSSCHEDULE VALUES ('SE2441', 'R003', 'D030', 'CJF1753', TO_DATE('20-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('13:26', 'HH24:MI'), 'ON TIME', 8);
INSERT INTO BUSSCHEDULE VALUES ('SE2442', 'R010', 'D040', 'HBD9947', TO_DATE('21-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('13:53', 'HH24:MI'), 'CANCELLED', 30);
INSERT INTO BUSSCHEDULE VALUES ('SE2443', 'R004', 'D039', 'CGI2532', TO_DATE('22-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('14:37', 'HH24:MI'), 'DELAYED', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE2444', 'R009', 'D002', 'CIH6968', TO_DATE('23-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:43', 'HH24:MI'), 'ON TIME', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE2445', 'R010', 'D017', 'FCG2912', TO_DATE('23-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:51', 'HH24:MI'), 'ON TIME', 19);
INSERT INTO BUSSCHEDULE VALUES ('SE2446', 'R008', 'D012', 'HGA1514', TO_DATE('23-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:56', 'HH24:MI'), 'ON TIME', 25);
INSERT INTO BUSSCHEDULE VALUES ('SE2447', 'R004', 'D008', 'EAK2589', TO_DATE('23-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:58', 'HH24:MI'), 'ON TIME', 23);
INSERT INTO BUSSCHEDULE VALUES ('SE2448', 'R004', 'D029', 'FMA5211', TO_DATE('24-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('10:58', 'HH24:MI'), 'ON TIME', 8);
INSERT INTO BUSSCHEDULE VALUES ('SE2449', 'R007', 'D008', 'LHI8711', TO_DATE('26-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('13:41', 'HH24:MI'), 'CANCELLED', 25);
INSERT INTO BUSSCHEDULE VALUES ('SE2450', 'R010', 'D011', 'MKE1591', TO_DATE('26-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:59', 'HH24:MI'), 'ON TIME', 27);
INSERT INTO BUSSCHEDULE VALUES ('SE2451', 'R006', 'D038', 'KJB8298', TO_DATE('26-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:42', 'HH24:MI'), 'ON TIME', 33);
INSERT INTO BUSSCHEDULE VALUES ('SE2452', 'R002', 'D014', 'FCG2912', TO_DATE('26-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:51', 'HH24:MI'), 'ON TIME', 22);
INSERT INTO BUSSCHEDULE VALUES ('SE2453', 'R002', 'D001', 'LHI8711', TO_DATE('27-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('17:22', 'HH24:MI'), 'ON TIME', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE2454', 'R005', 'D029', 'BAJ1333', TO_DATE('27-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:38', 'HH24:MI'), 'ON TIME', 30);
INSERT INTO BUSSCHEDULE VALUES ('SE2455', 'R009', 'D017', 'CIH6968', TO_DATE('27-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:59', 'HH24:MI'), 'ON TIME', 14);
INSERT INTO BUSSCHEDULE VALUES ('SE2456', 'R010', 'D014', 'HBD9947', TO_DATE('27-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:59', 'HH24:MI'), 'ON TIME', 18);
INSERT INTO BUSSCHEDULE VALUES ('SE2457', 'R008', 'D023', 'ILD8716', TO_DATE('28-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('20:22', 'HH24:MI'), 'DELAYED', 36);
INSERT INTO BUSSCHEDULE VALUES ('SE2458', 'R004', 'D021', 'FBG6123', TO_DATE('28-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:42', 'HH24:MI'), 'ON TIME', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE2459', 'R006', 'D009', 'HLL5666', TO_DATE('28-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:57', 'HH24:MI'), 'ON TIME', 32);
INSERT INTO BUSSCHEDULE VALUES ('SE2460', 'R008', 'D014', 'HGA1514', TO_DATE('28-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:57', 'HH24:MI'), 'ON TIME', 23);
INSERT INTO BUSSCHEDULE VALUES ('SE2461', 'R006', 'D038', 'EAK2589', TO_DATE('29-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('18:28', 'HH24:MI'), 'DELAYED', 25);
INSERT INTO BUSSCHEDULE VALUES ('SE2462', 'R009', 'D037', 'HLL5666', TO_DATE('30-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('17:36', 'HH24:MI'), 'DELAYED', 32);
INSERT INTO BUSSCHEDULE VALUES ('SE2463', 'R004', 'D026', 'JLG8441', TO_DATE('30-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:54', 'HH24:MI'), 'DELAYED', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE2464', 'R010', 'D011', 'CIH6968', TO_DATE('30-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:56', 'HH24:MI'), 'CANCELLED', 25);
INSERT INTO BUSSCHEDULE VALUES ('SE2465', 'R001', 'D020', 'IDO7977', TO_DATE('30-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('22:58', 'HH24:MI'), 'ON TIME', 7);
INSERT INTO BUSSCHEDULE VALUES ('SE2466', 'R008', 'D016', 'ELJ4854', TO_DATE('31-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('17:15', 'HH24:MI'), 'ON TIME', 30);
INSERT INTO BUSSCHEDULE VALUES ('SE2467', 'R005', 'D027', 'LOG2731', TO_DATE('31-DEC-2020', 'DD/MM/YYYY'), TO_TIMESTAMP('19:28', 'HH24:MI'), 'ON TIME', 32);
INSERT INTO BUSSCHEDULE VALUES ('SE2468', 'R002', 'D039', 'LHI8711', TO_DATE('01-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('16:19', 'HH24:MI'), 'ON TIME', 12);
INSERT INTO BUSSCHEDULE VALUES ('SE2469', 'R003', 'D001', 'FMA5211', TO_DATE('03-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('15:39', 'HH24:MI'), 'ON TIME', 11);
INSERT INTO BUSSCHEDULE VALUES ('SE2470', 'R006', 'D002', 'ELJ4854', TO_DATE('03-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('19:27', 'HH24:MI'), 'ON TIME', 29);
INSERT INTO BUSSCHEDULE VALUES ('SE2471', 'R003', 'D003', 'JKE9495', TO_DATE('05-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('20:32', 'HH24:MI'), 'ON TIME', 14);
INSERT INTO BUSSCHEDULE VALUES ('SE2472', 'R001', 'D023', 'HGG3653', TO_DATE('05-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('22:58', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE2473', 'R009', 'D010', 'JLG8441', TO_DATE('06-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('19:48', 'HH24:MI'), 'ON TIME', 13);
INSERT INTO BUSSCHEDULE VALUES ('SE2474', 'R003', 'D020', 'AOI9521', TO_DATE('06-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('20:44', 'HH24:MI'), 'DELAYED', 11);
INSERT INTO BUSSCHEDULE VALUES ('SE2475', 'R004', 'D023', 'FGD4177', TO_DATE('06-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('20:48', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE2476', 'R009', 'D022', 'ELJ4854', TO_DATE('06-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('20:55', 'HH24:MI'), 'ON TIME', 27);
INSERT INTO BUSSCHEDULE VALUES ('SE2477', 'R001', 'D019', 'FBG6123', TO_DATE('07-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('20:52', 'HH24:MI'), 'ON TIME', 14);
INSERT INTO BUSSCHEDULE VALUES ('SE2478', 'R008', 'D020', 'FMA5211', TO_DATE('07-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('20:53', 'HH24:MI'), 'ON TIME', 7);
INSERT INTO BUSSCHEDULE VALUES ('SE2479', 'R002', 'D015', 'JLG8441', TO_DATE('07-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('20:55', 'HH24:MI'), 'ON TIME', 9);
INSERT INTO BUSSCHEDULE VALUES ('SE2480', 'R007', 'D040', 'HLL5666', TO_DATE('08-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('14:55', 'HH24:MI'), 'DELAYED', 25);
INSERT INTO BUSSCHEDULE VALUES ('SE2481', 'R001', 'D032', 'IDO7977', TO_DATE('08-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('16:41', 'HH24:MI'), 'ON TIME', 15);
INSERT INTO BUSSCHEDULE VALUES ('SE2482', 'R003', 'D028', 'HBD9947', TO_DATE('08-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('17:46', 'HH24:MI'), 'ON TIME', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE2483', 'R002', 'D037', 'JLG8441', TO_DATE('08-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('18:29', 'HH24:MI'), 'ON TIME', 10);
INSERT INTO BUSSCHEDULE VALUES ('SE2484', 'R001', 'D027', 'KLM1684', TO_DATE('09-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('10:20', 'HH24:MI'), 'ON TIME', 13);
INSERT INTO BUSSCHEDULE VALUES ('SE2485', 'R003', 'D011', 'GIH5437', TO_DATE('10-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('22:17', 'HH24:MI'), 'ON TIME', 20);
INSERT INTO BUSSCHEDULE VALUES ('SE2486', 'R006', 'D033', 'FMA5211', TO_DATE('10-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('22:18', 'HH24:MI'), 'ON TIME', 10);
INSERT INTO BUSSCHEDULE VALUES ('SE2487', 'R005', 'D003', 'ILD8716', TO_DATE('10-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('22:26', 'HH24:MI'), 'ON TIME', 28);
INSERT INTO BUSSCHEDULE VALUES ('SE2488', 'R010', 'D011', 'HGG3653', TO_DATE('10-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('22:36', 'HH24:MI'), 'ON TIME', 10);
INSERT INTO BUSSCHEDULE VALUES ('SE2489', 'R010', 'D033', 'HBD9947', TO_DATE('11-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('13:27', 'HH24:MI'), 'CANCELLED', 30);
INSERT INTO BUSSCHEDULE VALUES ('SE2490', 'R002', 'D018', 'JLG8441', TO_DATE('12-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('16:15', 'HH24:MI'), 'ON TIME', 12);
INSERT INTO BUSSCHEDULE VALUES ('SE2491', 'R001', 'D029', 'FBG6123', TO_DATE('12-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('20:22', 'HH24:MI'), 'ON TIME', 0);
INSERT INTO BUSSCHEDULE VALUES ('SE2492', 'R008', 'D033', 'ILD8716', TO_DATE('12-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('22:22', 'HH24:MI'), 'ON TIME', 22);
INSERT INTO BUSSCHEDULE VALUES ('SE2493', 'R002', 'D016', 'JKE9495', TO_DATE('12-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('22:45', 'HH24:MI'), 'ON TIME', 9);
INSERT INTO BUSSCHEDULE VALUES ('SE2494', 'R010', 'D021', 'FCG2912', TO_DATE('13-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('17:51', 'HH24:MI'), 'ON TIME', 11);
INSERT INTO BUSSCHEDULE VALUES ('SE2495', 'R007', 'D030', 'BCN4749', TO_DATE('13-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('17:55', 'HH24:MI'), 'ON TIME', 11);
INSERT INTO BUSSCHEDULE VALUES ('SE2496', 'R009', 'D034', 'FMA5211', TO_DATE('14-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('22:12', 'HH24:MI'), 'ON TIME', 8);
INSERT INTO BUSSCHEDULE VALUES ('SE2497', 'R008', 'D002', 'HNF8387', TO_DATE('14-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('22:38', 'HH24:MI'), 'ON TIME', 17);
INSERT INTO BUSSCHEDULE VALUES ('SE2498', 'R003', 'D022', 'KJB8298', TO_DATE('14-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('22:57', 'HH24:MI'), 'ON TIME', 24);
INSERT INTO BUSSCHEDULE VALUES ('SE2499', 'R007', 'D018', 'HBD9947', TO_DATE('15-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('11:43', 'HH24:MI'), 'ON TIME', 13);
INSERT INTO BUSSCHEDULE VALUES ('SE2500', 'R005', 'D013', 'FBG6123', TO_DATE('15-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('20:18', 'HH24:MI'), 'ON TIME', 13);
INSERT INTO BUSSCHEDULE VALUES ('SE2501', 'R006', 'D037', 'HNF8387', TO_DATE('15-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('21:39', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE2502', 'R008', 'D024', 'KOE8352', TO_DATE('15-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('22:13', 'HH24:MI'), 'ON TIME', 21);
INSERT INTO BUSSCHEDULE VALUES ('SE2503', 'R004', 'D034', 'IDO7977', TO_DATE('16-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('12:23', 'HH24:MI'), 'ON TIME', 10);
INSERT INTO BUSSCHEDULE VALUES ('SE2504', 'R005', 'D003', 'HBD9947', TO_DATE('16-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('18:37', 'HH24:MI'), 'CANCELLED', 30);
INSERT INTO BUSSCHEDULE VALUES ('SE2505', 'R010', 'D032', 'LHI8711', TO_DATE('16-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('18:47', 'HH24:MI'), 'ON TIME', 16);
INSERT INTO BUSSCHEDULE VALUES ('SE2506', 'R009', 'D011', 'CJF1753', TO_DATE('16-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('18:52', 'HH24:MI'), 'ON TIME', 5);
INSERT INTO BUSSCHEDULE VALUES ('SE2507', 'R007', 'D008', 'FBG6123', TO_DATE('17-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('15:53', 'HH24:MI'), 'ON TIME', 14);
INSERT INTO BUSSCHEDULE VALUES ('SE2508', 'R003', 'D005', 'FCG2912', TO_DATE('18-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('20:47', 'HH24:MI'), 'ON TIME', 12);
INSERT INTO BUSSCHEDULE VALUES ('SE2509', 'R009', 'D024', 'AOI9521', TO_DATE('18-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('21:18', 'HH24:MI'), 'ON TIME', 7);
INSERT INTO BUSSCHEDULE VALUES ('SE2510', 'R009', 'D014', 'BCN4749', TO_DATE('19-JAN-2021', 'DD/MM/YYYY'), TO_TIMESTAMP('20:36', 'HH24:MI'), 'ON TIME', 14);
