INSERT INTO TRANSACTION VALUES ('T00001', 'M1416', TO_DATE('01-Dec-2017', 'DD/MM/YYYY'), 49.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22370', 'M0818', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 42.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22371', 'M0156', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 43.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22372', 'M0031', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 69.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22373', 'M1074', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 34.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22374', 'M1080', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 120.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22375', 'M1265', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 27.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22376', 'M0499', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 52.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22377', 'M0266', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 202.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22378', 'M0069', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 33.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22379', 'M0757', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 59.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22380', 'M0340', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 94.9, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22381', 'M1028', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 71.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22382', 'M0253', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 46.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22383', 'M0145', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 116.5, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22384', 'M0504', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 47.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22385', 'M0362', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 33.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22386', 'M1276', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 30.5, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22387', 'M1122', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 48.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22388', 'M0813', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 48.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22389', 'M1386', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 18.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22390', 'M0424', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 48.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22391', 'M0531', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 61.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22392', 'M0269', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 100.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22393', 'M1214', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 207.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22394', 'M1235', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 92.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22395', 'M0227', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 63.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22396', 'M0035', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 43.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22397', 'M1127', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 47.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22398', 'M0156', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 33.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22399', 'M0091', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 36.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22400', 'M1168', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 74.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22401', 'M1433', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 74.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22402', 'M0075', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 23.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22403', 'M0093', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 43.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22404', 'M1259', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 29.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22405', 'M0036', TO_DATE('01-Feb-2021', 'DD/MM/YYYY'), 48.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22406', 'M1489', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 87.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22407', 'M0123', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 62.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22408', 'M0491', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 30.5, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22409', 'M0768', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 126.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22410', 'M0684', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 16.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22411', 'M0828', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 48.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22412', 'M1123', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 55.1, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22413', 'M0731', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 10.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22414', 'M0959', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 59.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22415', 'M1352', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 68.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22416', 'M0770', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 56.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22417', 'M0461', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 45.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22418', 'M0516', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 55.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22419', 'M0799', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 40.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22420', 'M1049', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 32.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22421', 'M0216', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 158.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22422', 'M0258', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 176.9, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22423', 'M0078', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 100.9, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22424', 'M1410', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 48.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22425', 'M0774', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 75.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22426', 'M0080', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 80.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22427', 'M0303', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 94.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22428', 'M0539', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 67.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22429', 'M0693', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 45.1, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22430', 'M0862', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 42.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22431', 'M0534', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 10.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22432', 'M1015', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 76.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22433', 'M0974', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 76.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22434', 'M1408', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 43.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22435', 'M0091', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 109.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22436', 'M1419', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 34.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22437', 'M0517', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 73.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22438', 'M0742', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 93.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22439', 'M0535', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 144.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22440', 'M0695', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 48.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22441', 'M0757', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 36.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22442', 'M0756', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 47.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22443', 'M0146', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 23.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22444', 'M0319', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 10.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22445', 'M0377', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 43.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22446', 'M0253', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 59.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22447', 'M1253', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 80.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22448', 'M1091', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 81.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22449', 'M1327', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 64.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22450', 'M0300', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 55.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22451', 'M0008', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 75.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22452', 'M0310', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 33.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22453', 'M1046', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 31.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22454', 'M0131', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 99.5, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22455', 'M0891', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 23.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22456', 'M0265', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 81.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22457', 'M0587', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 255.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22458', 'M0547', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 57.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22459', 'M0846', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 83.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22460', 'M1215', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 34.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22461', 'M0654', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 69.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22462', 'M0734', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 110.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22463', 'M1464', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 23.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22464', 'M0341', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 51.1, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22465', 'M0363', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 128.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22466', 'M1308', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 36.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22467', 'M0385', TO_DATE('02-Feb-2021', 'DD/MM/YYYY'), 66.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22468', 'M0627', TO_DATE('03-Feb-2021', 'DD/MM/YYYY'), 76.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22469', 'M1454', TO_DATE('03-Feb-2021', 'DD/MM/YYYY'), 77.9, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22470', 'M1014', TO_DATE('03-Feb-2021', 'DD/MM/YYYY'), 55.9, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22471', 'M1299', TO_DATE('03-Feb-2021', 'DD/MM/YYYY'), 48.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22472', 'M0983', TO_DATE('03-Feb-2021', 'DD/MM/YYYY'), 31.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22473', 'M0699', TO_DATE('03-Feb-2021', 'DD/MM/YYYY'), 43.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22474', 'M1304', TO_DATE('03-Feb-2021', 'DD/MM/YYYY'), 31.3, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22475', 'M0388', TO_DATE('03-Feb-2021', 'DD/MM/YYYY'), 39.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22476', 'M0089', TO_DATE('03-Feb-2021', 'DD/MM/YYYY'), 25.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22477', 'M1499', TO_DATE('03-Feb-2021', 'DD/MM/YYYY'), 68.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22478', 'M0502', TO_DATE('03-Feb-2021', 'DD/MM/YYYY'), 146.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22479', 'M1055', TO_DATE('03-Feb-2021', 'DD/MM/YYYY'), 58.5, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22480', 'M0957', TO_DATE('04-Feb-2021', 'DD/MM/YYYY'), 148.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22481', 'M1377', TO_DATE('04-Feb-2021', 'DD/MM/YYYY'), 34.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22482', 'M0770', TO_DATE('04-Feb-2021', 'DD/MM/YYYY'), 65.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22483', 'M1323', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 145.0, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22484', 'M0235', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 46.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22485', 'M0162', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 20.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22486', 'M0608', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 96.3, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22487', 'M0831', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 34.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22488', 'M1321', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 95.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22489', 'M0346', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 11.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22490', 'M0642', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 77.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22491', 'M0966', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 132.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22492', 'M0159', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 45.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22493', 'M0371', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 14.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22494', 'M0738', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 48.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22495', 'M0432', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 38.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22496', 'M1001', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 37.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22497', 'M1377', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 93.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22498', 'M1437', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 58.1, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22499', 'M1231', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 195.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22500', 'M0519', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 44.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22501', 'M0464', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 42.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22502', 'M1493', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 117.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22503', 'M1239', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 37.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22504', 'M0381', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 23.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22505', 'M0405', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 47.0, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22506', 'M0542', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 104.5, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22507', 'M0390', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 76.6, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22508', 'M0200', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 63.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22509', 'M0017', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 66.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22510', 'M0806', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 48.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22511', 'M0858', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 46.9, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22512', 'M0122', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 47.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22513', 'M0332', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 27.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22514', 'M0274', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 206.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22515', 'M0521', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 24.8, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22516', 'M0106', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 96.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22517', 'M0904', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 140.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22518', 'M0521', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 45.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22519', 'M1149', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 94.6, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22520', 'M1347', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 86.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22521', 'M0455', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 75.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22522', 'M0439', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 15.9, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22523', 'M0625', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 130.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22524', 'M0683', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 51.9, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22525', 'M1189', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 21.2, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22526', 'M0400', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 10.4, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22527', 'M1001', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 61.8, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22528', 'M1188', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 46.2, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22529', 'M0541', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 155.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22530', 'M0258', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 96.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22531', 'M0569', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 91.2, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22532', 'M0377', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 102.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22533', 'M0504', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 86.9, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22534', 'M0095', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 82.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22535', 'M0677', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 157.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22536', 'M0700', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 23.3, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22537', 'M0921', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 95.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22538', 'M0618', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 138.4, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22539', 'M0550', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 72.9, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22540', 'M1194', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 23.3, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22541', 'M0802', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 93.7, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22542', 'M1151', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 29.6, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22543', 'M0243', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 101.5, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22544', 'M0671', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 61.1, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22545', 'M0015', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 53.0, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22546', 'M1084', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 23.8, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22547', 'M0571', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 101.7, 'E-Wallet');
INSERT INTO TRANSACTION VALUES ('T22548', 'M0744', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 77.9, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22549', 'M0326', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 11.4, 'Online Banking');
INSERT INTO TRANSACTION VALUES ('T22550', 'M0546', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 119.7, 'Debit Card/Credit Card');
INSERT INTO TRANSACTION VALUES ('T22551', 'M0830', TO_DATE('05-Feb-2021', 'DD/MM/YYYY'), 23.8, 'Online Banking');
